timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1744696188471,2671,HTTP Request,200,OK,Thread Group 1-75,text,true,,52598,129,82,82,https://www.automationexercise.com/,2647,0,278
1744696188536,2664,HTTP Request,200,OK,Thread Group 1-78,text,true,,52605,129,82,82,https://www.automationexercise.com/,2617,0,221
1744696188436,2767,HTTP Request,200,OK,Thread Group 1-73,text,true,,52598,129,82,82,https://www.automationexercise.com/,2709,0,302
1744696188455,2763,HTTP Request,200,OK,Thread Group 1-74,text,true,,52598,129,82,82,https://www.automationexercise.com/,2725,0,313
1744696188491,2763,HTTP Request,200,OK,Thread Group 1-76,text,true,,52598,129,82,82,https://www.automationexercise.com/,2732,0,263
1744696188072,3217,HTTP Request,200,OK,Thread Group 1-55,text,true,,52598,129,82,82,https://www.automationexercise.com/,3177,0,210
1744696188509,2868,HTTP Request,200,OK,Thread Group 1-77,text,true,,52598,129,82,82,https://www.automationexercise.com/,2822,0,231
1744696188550,2841,HTTP Request,200,OK,Thread Group 1-79,text,true,,52606,129,82,82,https://www.automationexercise.com/,2802,0,274
1744696188769,2636,HTTP Request,200,OK,Thread Group 1-41,text,true,,52606,129,82,82,https://www.automationexercise.com/,2493,0,0
1744696188854,2615,HTTP Request,200,OK,Thread Group 1-15,text,true,,52598,129,81,81,https://www.automationexercise.com/,2516,0,0
1744696188330,3158,HTTP Request,200,OK,Thread Group 1-68,text,true,,52598,129,80,80,https://www.automationexercise.com/,2456,0,274
1744696188915,2590,HTTP Request,200,OK,Thread Group 1-21,text,true,,52598,129,80,80,https://www.automationexercise.com/,2514,0,0
1744696188896,2617,HTTP Request,200,OK,Thread Group 1-18,text,true,,52598,129,79,79,https://www.automationexercise.com/,2531,0,0
1744696188230,3319,HTTP Request,200,OK,Thread Group 1-63,text,true,,52598,129,78,78,https://www.automationexercise.com/,3292,0,795
1744696188734,2838,HTTP Request,200,OK,Thread Group 1-88,text,true,,52598,129,78,78,https://www.automationexercise.com/,2815,0,245
1744696188614,2987,HTTP Request,200,OK,Thread Group 1-82,text,true,,52606,129,78,78,https://www.automationexercise.com/,2959,0,432
1744696188695,2972,HTTP Request,200,OK,Thread Group 1-86,text,true,,52598,129,78,78,https://www.automationexercise.com/,2927,0,342
1744696188712,2957,HTTP Request,200,OK,Thread Group 1-87,text,true,,52598,129,78,78,https://www.automationexercise.com/,2908,0,326
1744696189095,2678,HTTP Request,200,OK,Thread Group 1-14,text,true,,52598,129,78,78,https://www.automationexercise.com/,2635,0,0
1744696189058,2741,HTTP Request,200,OK,Thread Group 1-45,text,true,,52598,129,77,77,https://www.automationexercise.com/,2611,0,0
1744696189141,2725,HTTP Request,200,OK,Thread Group 1-20,text,true,,52598,129,76,76,https://www.automationexercise.com/,2689,0,0
1744696188590,3324,HTTP Request,200,OK,Thread Group 1-81,text,true,,52598,129,75,75,https://www.automationexercise.com/,3285,0,553
1744696189090,2826,HTTP Request,200,OK,Thread Group 1-23,text,true,,52598,129,75,75,https://www.automationexercise.com/,2668,0,0
1744696189101,2834,HTTP Request,200,OK,Thread Group 1-17,text,true,,52605,129,74,74,https://www.automationexercise.com/,2672,0,0
1744696189182,2756,HTTP Request,200,OK,Thread Group 1-22,text,true,,52606,129,73,73,https://www.automationexercise.com/,2606,0,0
1744696189289,2675,HTTP Request,200,OK,Thread Group 1-48,text,true,,52598,129,72,72,https://www.automationexercise.com/,2549,0,0
1744696188840,3166,HTTP Request,200,OK,Thread Group 1-93,text,true,,52598,129,71,71,https://www.automationexercise.com/,3134,0,492
1744696188754,3321,HTTP Request,200,OK,Thread Group 1-89,text,true,,52598,129,71,71,https://www.automationexercise.com/,3282,0,620
1744696188971,3141,HTTP Request,200,OK,Thread Group 1-100,text,true,,52606,129,71,71,https://www.automationexercise.com/,3092,0,374
1744696188090,4047,HTTP Request,200,OK,Thread Group 1-56,text,true,,52598,129,71,71,https://www.automationexercise.com/,4023,0,1295
1744696189319,2825,HTTP Request,200,OK,Thread Group 1-46,text,true,,52598,129,71,71,https://www.automationexercise.com/,2619,0,0
1744696189189,2962,HTTP Request,200,OK,Thread Group 1-19,text,true,,52598,129,70,70,https://www.automationexercise.com/,2766,0,0
1744696189289,2873,HTTP Request,200,OK,Thread Group 1-43,text,true,,52598,129,69,69,https://www.automationexercise.com/,2672,0,0
1744696189331,2835,HTTP Request,200,OK,Thread Group 1-24,text,true,,52598,129,68,68,https://www.automationexercise.com/,2696,0,0
1744696188635,3557,HTTP Request,200,OK,Thread Group 1-83,text,true,,52598,129,67,67,https://www.automationexercise.com/,3533,0,740
1744696189359,2849,HTTP Request,200,OK,Thread Group 1-25,text,true,,52598,129,67,67,https://www.automationexercise.com/,2717,0,0
1744696188653,3627,HTTP Request,200,OK,Thread Group 1-84,text,true,,52598,129,66,66,https://www.automationexercise.com/,3581,0,732
1744696188956,3371,HTTP Request,200,OK,Thread Group 1-99,text,true,,52598,129,66,66,https://www.automationexercise.com/,3335,0,286
1744696189514,2876,HTTP Request,200,OK,Thread Group 1-42,text,true,,52598,129,66,66,https://www.automationexercise.com/,2833,0,0
1744696189472,2919,HTTP Request,200,OK,Thread Group 1-27,text,true,,52598,129,65,65,https://www.automationexercise.com/,2753,0,0
